,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,Zeta,RLU_HEK293
574,1.0,1.0,6.12,0.0,36.0,0.0,8.0,50.0,80.0,500.0,190.6333333,-0.851,0.48098912336153204
575,1.0,1.0,6.12,0.0,36.0,0.0,12.0,50.0,80.0,500.0,128.8,2.053333333,0.5395556381890863
576,1.0,1.0,6.12,0.0,36.0,0.0,4.0,10.0,20.0,500.0,595.8333333,-15.63333333,0.5424374825694895
577,1.0,1.0,6.12,0.0,36.0,0.0,8.0,10.0,20.0,500.0,377.5666667,-3.236666667,0.4886120665613089
578,1.0,1.0,6.12,0.0,36.0,0.0,12.0,10.0,20.0,500.0,288.2333333,-2.386666667,0.6764897276192248
579,1.0,1.0,6.12,0.0,36.0,0.0,4.0,10.0,40.0,500.0,217.5333333,-1.123333333,0.5678163056614296
580,1.0,1.0,6.12,0.0,36.0,0.0,8.0,10.0,40.0,500.0,218.9666667,0.326666667,0.2496049084317189
581,1.0,1.0,6.12,0.0,36.0,0.0,12.0,10.0,40.0,500.0,316.5666667,6.206666667,0.16445105512689406
582,1.0,1.0,6.12,0.0,36.0,0.0,4.0,10.0,60.0,500.0,273.8,-2.076666667,0.21279167054011344
583,1.0,1.0,6.12,0.0,36.0,0.0,8.0,10.0,60.0,500.0,146.0,1.556666667,0.4103374546806731
584,1.0,1.0,6.12,0.0,36.0,0.0,12.0,10.0,60.0,500.0,181.1666667,-0.4172,0.5781351677977131
585,1.0,1.0,6.12,0.0,36.0,0.0,4.0,10.0,80.0,500.0,275.1,-2.526666667,0.36803941619410613
586,1.0,1.0,6.12,0.0,36.0,0.0,8.0,10.0,80.0,500.0,160.8666667,-0.499666667,0.5145486659849401
587,1.0,1.0,6.12,0.0,36.0,0.0,12.0,10.0,80.0,500.0,155.4,-0.839666667,0.32704285581481823
588,1.0,1.0,6.12,0.0,36.0,0.0,4.0,1.0,20.0,500.0,720.4,-2.03,0.44835920795760903
590,1.0,1.0,6.12,0.0,36.0,0.0,12.0,1.0,20.0,500.0,343.4,0.513666667,0.6043506553871898
591,1.0,1.0,6.12,0.0,36.0,0.0,4.0,1.0,40.0,500.0,221.6333333,0.588,0.07604350655387193
592,1.0,1.0,6.12,0.0,36.0,0.0,8.0,1.0,40.0,500.0,288.5,1.082333333,0.22459793622757274
593,1.0,1.0,6.12,0.0,36.0,0.0,12.0,1.0,40.0,500.0,253.8,1.406666667,0.27340336525053455
594,1.0,1.0,6.12,0.0,36.0,0.0,4.0,1.0,60.0,500.0,289.6666667,0.446333333,0.42837222273868175
595,1.0,1.0,6.12,0.0,36.0,0.0,8.0,1.0,60.0,500.0,132.6,5.146666667,0.5076694245607511
596,1.0,1.0,6.12,0.0,36.0,0.0,12.0,1.0,60.0,500.0,241.5333333,2.226666667,0.519940503857953
597,1.0,1.0,6.12,0.0,36.0,0.0,4.0,1.0,80.0,500.0,269.8333333,-8.26,0.48294134052245047
598,1.0,1.0,6.12,0.0,36.0,0.0,8.0,1.0,80.0,500.0,210.1666667,-1.306,0.33745468067305
599,1.0,1.0,6.12,0.0,36.0,0.0,12.0,1.0,80.0,500.0,200.7333333,1.663666667,0.4990238914195408
600,1.0,1.0,6.12,0.0,36.0,0.0,4.0,200.0,20.0,100.0,665.4,-4.956666667,0.5177093985311889
601,1.0,1.0,6.12,0.0,36.0,0.0,8.0,200.0,20.0,100.0,461.8666667,-3.503333333,0.4949335316538069
602,1.0,1.0,6.12,0.0,36.0,0.0,12.0,200.0,20.0,100.0,426.1,-2.953333333,0.5442967370084597
603,1.0,1.0,6.12,0.0,36.0,0.0,4.0,200.0,40.0,100.0,278.2,-3.166666667,0.11192711722599236
604,1.0,1.0,6.12,0.0,36.0,0.0,8.0,200.0,40.0,100.0,185.7333333,2.283333333,0.35009761085804586
605,1.0,1.0,6.12,0.0,36.0,0.0,12.0,200.0,40.0,100.0,244.9,2.306666667,0.20832945988658547
606,1.0,1.0,6.12,0.0,36.0,0.0,4.0,200.0,60.0,100.0,217.0666667,-1.85,0.58761736543646
607,1.0,1.0,6.12,0.0,36.0,0.0,8.0,200.0,60.0,100.0,222.0666667,0.132760333,0.5226364227944593
608,1.0,1.0,6.12,0.0,36.0,0.0,12.0,200.0,60.0,100.0,187.0666667,-0.077333333,0.5516407920423909
609,1.0,1.0,6.12,0.0,36.0,0.0,4.0,200.0,80.0,100.0,186.3666667,-4.35,0.6119735985869668
610,1.0,1.0,6.12,0.0,36.0,0.0,8.0,200.0,80.0,100.0,208.6666667,-1.425333333,0.43469368783117973
611,1.0,1.0,6.12,0.0,36.0,0.0,12.0,200.0,80.0,100.0,200.6333333,-0.192333333,0.4108022682904156
612,1.0,1.0,6.12,0.0,36.0,0.0,4.0,100.0,20.0,100.0,411.7333333,-4.316666667,0.4508692014502185
614,1.0,1.0,6.12,0.0,36.0,0.0,12.0,100.0,20.0,100.0,219.3333333,2.13,0.5834340429487777
615,1.0,1.0,6.12,0.0,36.0,0.0,4.0,100.0,40.0,100.0,265.8666667,-2.493333333,0.23045458771032812
616,1.0,1.0,6.12,0.0,36.0,0.0,8.0,100.0,40.0,100.0,174.9,-0.763333333,0.4857302221809055
617,1.0,1.0,6.12,0.0,36.0,0.0,12.0,100.0,40.0,100.0,221.6,3.32,0.33401505996095565
618,1.0,1.0,6.12,0.0,36.0,0.0,4.0,100.0,60.0,100.0,180.1666667,0.096,0.6802082364971647
619,1.0,1.0,6.12,0.0,36.0,0.0,8.0,100.0,60.0,100.0,213.7666667,-1.543333333,0.5897555080412755
620,1.0,1.0,6.12,0.0,36.0,0.0,12.0,100.0,60.0,100.0,176.4333333,-0.458,0.47634098726410706
621,1.0,1.0,6.12,0.0,36.0,0.0,4.0,100.0,80.0,100.0,180.8666667,-3.533333333,0.414985590778098
622,1.0,1.0,6.12,0.0,36.0,0.0,8.0,100.0,80.0,100.0,171.9333333,-2.693333333,0.45644696476712837
623,1.0,1.0,6.12,0.0,36.0,0.0,12.0,100.0,80.0,100.0,192.2,-1.073,0.4471506925722785
626,1.0,1.0,6.12,0.0,36.0,0.0,12.0,50.0,20.0,100.0,237.1333333,-0.988333333,0.2585293297387748
627,1.0,1.0,6.12,0.0,36.0,0.0,4.0,50.0,40.0,100.0,194.0333333,-0.591633333,0.2644789439434787
628,1.0,1.0,6.12,0.0,36.0,0.0,8.0,50.0,40.0,100.0,170.3,-1.048,0.2765640977967835
629,1.0,1.0,6.12,0.0,36.0,0.0,12.0,50.0,40.0,100.0,198.4,1.671666667,0.1495770196151343
630,1.0,1.0,6.12,0.0,36.0,0.0,4.0,50.0,60.0,100.0,174.6333333,0.497666667,0.513990889653249
631,1.0,1.0,6.12,0.0,36.0,0.0,8.0,50.0,60.0,100.0,223.9666667,1.216666667,0.49883796597564384
632,1.0,1.0,6.12,0.0,36.0,0.0,12.0,50.0,60.0,100.0,202.3,-0.367833333,0.6895045086920146
633,1.0,1.0,6.12,0.0,36.0,0.0,4.0,50.0,80.0,100.0,233.2666667,-2.813333333,0.6064887979920053
634,1.0,1.0,6.12,0.0,36.0,0.0,8.0,50.0,80.0,100.0,167.0333333,0.119166667,0.577949242353816
635,1.0,1.0,6.12,0.0,36.0,0.0,12.0,50.0,80.0,100.0,190.2333333,-1.521333333,0.6766756530631217
637,1.0,1.0,6.12,0.0,36.0,0.0,8.0,10.0,20.0,100.0,216.4,1.181,0.7476991726317745
638,1.0,1.0,6.12,0.0,36.0,0.0,12.0,10.0,20.0,100.0,314.3333333,-1.583333333,0.09575160360695362
639,1.0,1.0,6.12,0.0,36.0,0.0,4.0,10.0,40.0,100.0,207.4,-1.696666667,0.3833782653156084
640,1.0,1.0,6.12,0.0,36.0,0.0,8.0,10.0,40.0,100.0,180.6333333,1.110333333,0.4020637724272566
641,1.0,1.0,6.12,0.0,36.0,0.0,12.0,10.0,40.0,100.0,212.9666667,-0.2816,0.5454122896718416
642,1.0,1.0,6.12,0.0,36.0,0.0,4.0,10.0,60.0,100.0,253.3,-0.997666667,0.5827833038951382
643,1.0,1.0,6.12,0.0,36.0,0.0,8.0,10.0,60.0,100.0,170.7666667,1.956666667,0.616900622850237
644,1.0,1.0,6.12,0.0,36.0,0.0,12.0,10.0,60.0,100.0,158.8333333,0.975666667,0.6696104861950358
645,1.0,1.0,6.12,0.0,36.0,0.0,4.0,10.0,80.0,100.0,188.7333333,-4.646666667,0.6481360974249326
646,1.0,1.0,6.12,0.0,36.0,0.0,8.0,10.0,80.0,100.0,206.5333333,-1.383,0.8043134702984103
647,1.0,1.0,6.12,0.0,36.0,0.0,12.0,10.0,80.0,100.0,182.9,0.969,0.6828111927117226
652,1.0,1.0,6.12,0.0,36.0,0.0,8.0,1.0,40.0,100.0,161.8333333,-0.225866667,0.5267267825601933
653,1.0,1.0,6.12,0.0,36.0,0.0,12.0,1.0,40.0,100.0,234.1666667,1.199666667,0.5673514920516873
654,1.0,1.0,6.12,0.0,36.0,0.0,4.0,1.0,60.0,100.0,227.1333333,1.106666667,0.625825044157293
655,1.0,1.0,6.12,0.0,36.0,0.0,8.0,1.0,60.0,100.0,191.0333333,1.159666667,0.6409779678348981
656,1.0,1.0,6.12,0.0,36.0,0.0,12.0,1.0,60.0,100.0,173.0666667,0.740633333,0.6244306033280653
657,1.0,1.0,6.12,0.0,36.0,0.0,4.0,1.0,80.0,100.0,385.4666667,-5.563333333,0.6077902760992842
658,1.0,1.0,6.12,0.0,36.0,0.0,8.0,1.0,80.0,100.0,235.9666667,-1.49,0.761550618202101
659,1.0,1.0,6.12,0.0,36.0,0.0,12.0,1.0,80.0,100.0,221.4,-0.068,0.8077530910105049
663,1.0,1.0,6.12,0.0,36.0,0.0,4.0,200.0,40.0,10.0,151.1,-8.67,0.42800037185088774
665,1.0,1.0,6.12,0.0,36.0,0.0,12.0,200.0,40.0,10.0,145.9333333,-1.295666667,0.5683740819931207
666,1.0,1.0,6.12,0.0,36.0,0.0,4.0,200.0,60.0,10.0,127.0666667,-0.760666667,0.556288928139816
667,1.0,1.0,6.12,0.0,36.0,0.0,8.0,200.0,60.0,10.0,127.8,0.013,0.6339128009668122
668,1.0,1.0,6.12,0.0,36.0,0.0,12.0,200.0,60.0,10.0,82.80666667,-1.82,0.6869015524774564
669,1.0,1.0,6.12,0.0,36.0,0.0,4.0,200.0,80.0,10.0,104.6,-4.656666667,0.5750673979734127
670,1.0,1.0,6.12,0.0,36.0,0.0,8.0,200.0,80.0,10.0,101.8666667,-2.406666667,0.6600353258343405
671,1.0,1.0,6.12,0.0,36.0,0.0,12.0,200.0,80.0,10.0,92.93333333,-2.843333333,0.6644045737659199
672,1.0,1.0,6.12,0.0,36.0,0.0,4.0,100.0,20.0,10.0,100.2433333,-9.143333333,0.7181370270521521
673,1.0,1.0,6.12,0.0,36.0,0.0,8.0,100.0,20.0,10.0,142.6,-2.086666667,0.4525425304452914
675,1.0,1.0,6.12,0.0,36.0,0.0,4.0,100.0,40.0,10.0,156.8,-9.543333333,0.34563540020451794
676,1.0,1.0,6.12,0.0,36.0,0.0,8.0,100.0,40.0,10.0,122.3333333,-1.101,0.5319326949893093
677,1.0,1.0,6.12,0.0,36.0,0.0,12.0,100.0,40.0,10.0,146.9333333,-0.806,0.557776331690992
678,1.0,1.0,6.12,0.0,36.0,0.0,4.0,100.0,60.0,10.0,119.6333333,-0.956333333,0.3689690434135911
679,1.0,1.0,6.12,0.0,36.0,0.0,8.0,100.0,60.0,10.0,138.6333333,-1.070666667,0.6631960583805894
680,1.0,1.0,6.12,0.0,36.0,0.0,12.0,100.0,60.0,10.0,92.68333333,-1.873333333,0.48470763223947194
681,1.0,1.0,6.12,0.0,36.0,0.0,4.0,100.0,80.0,10.0,107.7666667,-7.5,0.44296737008459613
682,1.0,1.0,6.12,0.0,36.0,0.0,8.0,100.0,80.0,10.0,96.23333333,-3.133333333,0.7267825601933624
683,1.0,1.0,6.12,0.0,36.0,0.0,12.0,100.0,80.0,10.0,112.1666667,-1.543333333,0.5278423352235753
684,1.0,1.0,6.12,0.0,36.0,0.0,4.0,50.0,20.0,10.0,131.9333333,-8.303333333,0.5398345263549316
685,1.0,1.0,6.12,0.0,36.0,0.0,8.0,50.0,20.0,10.0,130.2,-1.67,0.43255554522636425
686,1.0,1.0,6.12,0.0,36.0,0.0,12.0,50.0,20.0,10.0,611.0333333,-4.006666667,0.4206563168169564
687,1.0,1.0,6.12,0.0,36.0,0.0,4.0,50.0,40.0,10.0,149.6666667,-5.433333333,0.3064051315422515
688,1.0,1.0,6.12,0.0,36.0,0.0,8.0,50.0,40.0,10.0,133.9666667,-0.782666667,0.3523287161848098
689,1.0,1.0,6.12,0.0,36.0,0.0,12.0,50.0,40.0,10.0,138.3,-0.808,0.43329924700195227
690,1.0,1.0,6.12,0.0,36.0,0.0,4.0,50.0,60.0,10.0,134.9666667,-2.59,0.4911220600539184
691,1.0,1.0,6.12,0.0,36.0,0.0,8.0,50.0,60.0,10.0,140.6333333,-0.939333333,0.5506182021009576
692,1.0,1.0,6.12,0.0,36.0,0.0,12.0,50.0,60.0,10.0,97.09,-1.427333333,0.48758947661987545
693,1.0,1.0,6.12,0.0,36.0,0.0,4.0,50.0,80.0,10.0,104.5666667,-4.286666667,0.37333829134517055
694,1.0,1.0,6.12,0.0,36.0,0.0,8.0,50.0,80.0,10.0,110.4,-3.123333333,0.5136190387654551
695,1.0,1.0,6.12,0.0,36.0,0.0,12.0,50.0,80.0,10.0,95.28,-2.5,0.5860369991633356
696,1.0,1.0,6.12,0.0,36.0,0.0,4.0,10.0,20.0,10.0,115.9666667,-5.833333333,0.28985776703541877
697,1.0,1.0,6.12,0.0,36.0,0.0,8.0,10.0,20.0,10.0,130.5666667,-1.171666667,0.2007065166868086
699,1.0,1.0,6.12,0.0,36.0,0.0,4.0,10.0,40.0,10.0,129.2333333,-8.426666667,0.3856093706423724
700,1.0,1.0,6.12,0.0,36.0,0.0,8.0,10.0,40.0,10.0,121.4666667,-0.833,0.3935112020079948
701,1.0,1.0,6.12,0.0,36.0,0.0,12.0,10.0,40.0,10.0,169.4666667,-0.889,0.4189829878218834
702,1.0,1.0,6.12,0.0,36.0,0.0,4.0,10.0,60.0,10.0,134.3333333,-3.496666667,0.4583991819280468
703,1.0,1.0,6.12,0.0,36.0,0.0,8.0,10.0,60.0,10.0,114.1666667,-1.372,0.5019057357999441
704,1.0,1.0,6.12,0.0,36.0,0.0,12.0,10.0,60.0,10.0,92.96333333,-2.23,0.48545133401505997
705,1.0,1.0,6.12,0.0,36.0,0.0,4.0,10.0,80.0,10.0,118.9,-7.86,0.4596076973133773
706,1.0,1.0,6.12,0.0,36.0,0.0,8.0,10.0,80.0,10.0,94.82333333,-1.491,0.5535000464813611
707,1.0,1.0,6.12,0.0,36.0,0.0,12.0,10.0,80.0,10.0,95.42666667,-2.646666667,0.6248024542158594
709,1.0,1.0,6.12,0.0,36.0,0.0,8.0,1.0,20.0,10.0,156.3,-9.796666667,0.40847820024170306
710,1.0,1.0,6.12,0.0,36.0,0.0,12.0,1.0,20.0,10.0,139.8,-6.03,0.413312261783025
711,1.0,1.0,6.12,0.0,36.0,0.0,4.0,1.0,40.0,10.0,144.2333333,-7.93,0.29311146230361623
712,1.0,1.0,6.12,0.0,36.0,0.0,8.0,1.0,40.0,10.0,131.1,-1.069666667,0.4075485730222181
713,1.0,1.0,6.12,0.0,36.0,0.0,12.0,1.0,40.0,10.0,150.6666667,-1.002,0.5195686529701589
714,1.0,1.0,6.12,0.0,36.0,0.0,4.0,1.0,60.0,10.0,151.8666667,-6.88,0.5302593659942363
715,1.0,1.0,6.12,0.0,36.0,0.0,8.0,1.0,60.0,10.0,143.0666667,-0.741333333,0.4385051594310681
716,1.0,1.0,6.12,0.0,36.0,0.0,12.0,1.0,60.0,10.0,122.1,-1.561,0.46444175885469924
717,1.0,1.0,6.12,0.0,36.0,0.0,4.0,1.0,80.0,10.0,149.8,-13.63333333,0.4947476062099098
718,1.0,1.0,6.12,0.0,36.0,0.0,8.0,1.0,80.0,10.0,152.3333333,-3.446666667,0.5944036441387004
719,1.0,1.0,6.12,0.0,36.0,0.0,12.0,1.0,80.0,10.0,156.8,-1.356666667,0.3380124570047411
720,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,200.0,20.0,500.0,215.1166667,-5.068333333,0.55480152458864
721,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,200.0,20.0,500.0,161.0666667,-4.021666667,0.48554429673700844
722,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,200.0,20.0,500.0,155.4833333,-2.968333333,0.44984661150878497
723,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,200.0,40.0,500.0,197.0333333,-3.041666667,0.4890768801710514
724,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,200.0,40.0,500.0,176.2666667,-1.898333333,0.44166589197731704
725,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,200.0,40.0,500.0,180.2333333,-3.103333333,0.5244027145114809
726,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,200.0,60.0,500.0,182.5,-1.049666667,0.5053453565120387
727,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,200.0,60.0,500.0,255.3333333,-1.217666667,0.5668866784419446
728,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,200.0,60.0,500.0,154.7333333,2.996666667,0.36803941619410613
729,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,200.0,80.0,500.0,200.9666667,-6.603333333,0.3400576368876081
730,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,200.0,80.0,500.0,172.4333333,0.623,0.4268848191875058
731,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,200.0,80.0,500.0,200.2333333,0.325333333,0.09575160360695362
732,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,100.0,20.0,500.0,200.4,-4.816666667,0.3163521427907409
734,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,100.0,20.0,500.0,307.6333333,-3.5,0.3477735428093334
735,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,100.0,40.0,500.0,197.9,-2.638333333,0.4517058659477549
736,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,100.0,40.0,500.0,190.1333333,0.246333333,0.4584921446499954
737,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,100.0,40.0,500.0,179.7666667,-3.133333333,0.4178674351585014
738,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,100.0,60.0,500.0,231.2,-9.153333333,0.34433392209723906
739,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,100.0,60.0,500.0,214.3333333,-0.320666667,0.30519661615692106
740,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,100.0,60.0,500.0,169.7,2.133333333,0.38282048898391746
741,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,100.0,80.0,500.0,210.8333333,-9.556666667,0.10216603142140002
742,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,100.0,80.0,500.0,201.4666667,0.087033333,0.6244306033280653
743,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,100.0,80.0,500.0,162.3333333,3.74,0.2944129404108953
744,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,50.0,20.0,500.0,213.1333333,-4.85,0.5415078553500046
745,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,50.0,20.0,500.0,209.5833333,-2.693333333,0.8216045365808311
746,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,50.0,20.0,500.0,186.8666667,-2.901666667,0.6928511666821604
747,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,50.0,40.0,500.0,180.9,-1.799333333,0.6507390536394906
748,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,50.0,40.0,500.0,219.7,-0.851333333,0.9626289857767034
749,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,50.0,40.0,500.0,193.5666667,-1.121333333,0.8976480431347029
750,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,50.0,60.0,500.0,298.8333333,-2.73,0.7438877010318861
751,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,50.0,60.0,500.0,180.7,1.443333333,0.8055219856837408
752,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,50.0,60.0,500.0,165.1666667,0.187266667,0.2867899972111183
753,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,50.0,80.0,500.0,223.7,-5.206666667,0.5950543831923398
754,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,50.0,80.0,500.0,197.4666667,0.386,0.7082829785256113
755,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,50.0,80.0,500.0,176.4,0.998,0.6589197731709584
756,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,10.0,20.0,500.0,170.7333333,-3.636666667,0.8705029283257415
757,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,10.0,20.0,500.0,174.4,-2.656666667,0.8864925165008832
758,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,10.0,20.0,500.0,245.4333333,-1.633,0.47299432927396107
759,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,10.0,40.0,500.0,201.5166667,-1.138333333,0.5334200985404853
760,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,10.0,40.0,500.0,158.9333333,-0.238,0.6459049920981685
761,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,10.0,40.0,500.0,203.6333333,-0.738666667,0.4012271079297202
762,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,10.0,60.0,500.0,209.3333333,-3.896666667,0.5915217997582969
763,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,10.0,60.0,500.0,223.4666667,-0.527,0.6100213814260482
764,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,10.0,60.0,500.0,185.9666667,-0.284666667,0.6251743051036533
765,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,10.0,80.0,500.0,230.6,-1.926666667,0.5620526169006228
766,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,10.0,80.0,500.0,208.0666667,-0.139,0.8058008738495863
767,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,10.0,80.0,500.0,188.6333333,-0.031,0.46155991447429584
768,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,1.0,20.0,500.0,337.1666667,-11.87166667,0.4866598494003905
769,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,1.0,20.0,500.0,247.8666667,-8.006666667,0.7222273868178861
770,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,1.0,20.0,500.0,208.5333333,-8.283333333,0.4488240215673515
771,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,1.0,40.0,500.0,239.25,-15.03333333,0.5390908245793438
772,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,1.0,40.0,500.0,323.1666667,-7.436666667,0.43989960026029556
773,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,1.0,40.0,500.0,255.3,-8.44,0.5044157292925537
774,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,1.0,60.0,500.0,501.3333333,-15.4,0.7103281584084782
775,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,1.0,60.0,500.0,231.3666667,-3.776666667,0.5460630287254811
776,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,1.0,60.0,500.0,229.3333333,-5.566666667,0.6055591707725203
777,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,1.0,80.0,500.0,232.4333333,-6.826666667,0.7411917820953797
778,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,1.0,80.0,500.0,341.5666667,-13.4,0.37175792507204614
779,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,1.0,80.0,500.0,278.9666667,-4.993333333,0.5148275541507856
780,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,200.0,20.0,100.0,198.6,-4.593333333,0.5932880914753185
781,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,200.0,20.0,100.0,144.3666667,-3.04,0.6737008459607698
783,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,200.0,40.0,100.0,162.7333333,-13.76666667,0.7184159152179976
784,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,200.0,40.0,100.0,145.8,-3.333333333,0.652319419912615
785,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,200.0,40.0,100.0,139.0666667,-2.323333333,0.765826903411732
786,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,200.0,60.0,100.0,151.2,-4.963333333,0.7453751045830621
787,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,200.0,60.0,100.0,123.4666667,-2.55,0.5535930092033094
788,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,200.0,60.0,100.0,114.8,-1.646666667,0.5984010411824858
789,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,200.0,80.0,100.0,168.1,-6.486666667,0.6875522915310961
790,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,200.0,80.0,100.0,147.2333333,-3.843333333,0.5850144092219021
791,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,200.0,80.0,100.0,150.2,-4.066666667,0.5376963837501163
792,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,100.0,20.0,100.0,139.3666667,-2.46,0.7919494282792601
794,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,100.0,20.0,100.0,120.0666667,-2.693333333,0.6737008459607698
795,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,100.0,40.0,100.0,167.7333333,-5.593333333,0.6434879613275075
796,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,100.0,40.0,100.0,130.9,-1.499,0.8050571720739983
797,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,100.0,40.0,100.0,141.1666667,-1.446,0.6395835270056707
798,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,100.0,60.0,100.0,129.2666667,-2.78,0.6332620619131728
799,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,100.0,60.0,100.0,116.2666667,-1.616666667,0.6316816956400484
800,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,100.0,60.0,100.0,167.0666667,-0.117666667,0.5091568281119272
801,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,100.0,80.0,100.0,181.1666667,-4.66,0.5574974435251465
802,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,100.0,80.0,100.0,146.6,-5.24,0.6022125127823743
803,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,100.0,80.0,100.0,153.0,-2.843333333,0.7138607418425211
804,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,50.0,20.0,100.0,150.3,-5.36,0.6688667844194478
805,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,50.0,20.0,100.0,136.1333333,-4.023333333,0.6415357441665892
806,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,50.0,20.0,100.0,139.5,-2.783333333,0.554615599144743
807,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,50.0,40.0,100.0,179.5333333,-1.955666667,0.547922283164451
808,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,50.0,40.0,100.0,136.8333333,-2.006,0.4820117133029655
809,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,50.0,40.0,100.0,124.5333333,-2.606666667,0.6019336246165288
810,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,50.0,60.0,100.0,147.5,-4.78,0.7791205726503674
811,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,50.0,60.0,100.0,117.8333333,-2.276666667,0.5550804127544855
812,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,50.0,60.0,100.0,174.4333333,-0.321666667,0.6776052802826067
