Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3:Helper lipid,Dlin-MC3+Helper lipid percentage,Chol:DMG-PEG,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3
391,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,500,0.916,4.419,4.159,6.274,4.016,1.792
392,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,500,1.253,5.242,3.892,6.125,3.676,2.565
393,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,500,1.946,5.1,3.784,7.188,5.097,1.946
394,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,500,0.916,3.871,3.219,6.297,3.584,1.792
395,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,500,0.693,3.135,3.611,8.008,3.332,2.079
396,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,500,1.946,7.315,4.043,9.065,5.825,1.099
397,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,500,2.079,5.598,5.13,3.980,6.933,1.946
398,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,500,1.872,5.591,4.564,5.714,6.243,1.946
399,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,500,3.332,5.268,2.197,7.233,5.661,4.771
400,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,500,2.079,5.561,4.868,5.187,6.227,2.890
401,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,500,1.792,5.553,4.691,7.153,5.981,5.030
402,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,500,2.197,5.852,3.178,7.832,5.916,5.869
403,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,500,2.015,6.014,5.136,9.853,6.778,3.850
404,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,500,3.219,5.986,4.736,10.217,6.669,5.375
405,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,500,3.114,7.55,4.754,10.667,7.325,7.223
406,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,500,1.253,6.726,5.011,10.013,6.623,5.724
407,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,500,1.504,6.632,4.745,10.062,6.767,5.609
408,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,500,2.398,7.511,3.892,10.462,7.465,4.890
409,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,500,6.13,8.143,5.911,8.183,10.648,8.401
410,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,500,6.897,7.81,4.635,9.182,9.854,7.697
411,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,500,4.673,7.274,3.584,8.997,9.382,5.631
412,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,500,6.752,10.391,5.9,10.695,8.692,10.452
413,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,500,7.247,8.141,6.671,10.102,9.430,6.133
414,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,500,4.016,4.796,4.159,9.780,9.561,4.605
415,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,500,5.25,10.373,5.82,10.774,6.885,10.583
416,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,500,7.638,9.74,6.094,10.587,8.863,6.937
417,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,500,6.446,7.168,5.656,10.202,9.073,4.905
418,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,500,4.82,8.678,5.124,11.206,8.115,9.497
419,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,500,5.239,9.084,6.18,10.959,9.558,7.063
420,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,500,6.284,8.605,5.529,10.638,10.037,4.836
421,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,100,2.14,4.19,6.282,6.058,6.058,2.197
422,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,100,0.405,4.331,4.745,5.323,4.522,1.792
423,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,100,0.693,2.639,2.197,6.232,3.912,1.792
424,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,100,1.099,2.89,1.386,7.345,5.053,2.996
425,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,100,1.099,5.011,7.043,7.160,5.078,1.946
426,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,100,0.693,4.779,7.156,7.659,5.321,2.398
427,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,100,0.693,3.332,3.178,7.949,2.603,2.639
428,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,100,0.693,4.977,6.907,9.907,3.332,1.946
429,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,100,0.916,4.796,6.494,9.681,5.173,2.565
430,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,100,1.099,2.398,3.401,9.335,2.970,2.303
431,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,100,0,3.85,3.332,9.033,2.773,2.565
432,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,100,1.253,3.611,3.738,10.530,4.804,4.710
433,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,100,1.705,2.89,6.335,4.916,5.460,2.398
434,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,100,0.693,3.296,5.215,5.501,3.932,1.609
435,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,100,1.253,1.946,2.708,5.920,3.784,1.946
436,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,100,1.504,1.946,3.258,6.717,5.296,2.079
437,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,100,1.099,5.293,6.652,7.095,5.489,1.609
438,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,100,1.504,5.011,6.428,8.126,5.429,2.079
439,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,100,1.099,4.431,4.99,8.181,3.466,1.609
440,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,100,0.405,1.386,3.611,8.942,3.526,1.946
441,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,100,0.405,4.248,6.161,10.056,5.340,2.639
442,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,100,0.916,1.609,3.258,9.124,2.674,1.609
443,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,100,0,3.401,3.784,10.110,1.705,2.398
444,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,100,1.099,2.303,3.367,9.477,5.719,5.088
445,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,100,0.916,5.303,6.766,5.481,5.702,1.099
446,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,100,1.099,4.394,4.745,6.715,3.818,1.609
447,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,100,0.693,1.946,2.565,6.365,4.248,1.792
448,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,100,1.504,5.398,7.419,8.247,5.535,2.485
449,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,100,0.693,5.638,7.412,8.203,5.081,1.792
450,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,100,1.099,5.22,6.261,8.482,5.457,2.197
451,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,100,0.693,4.99,7.476,9.579,4.677,1.386
452,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,100,1.099,5.236,7.001,10.351,4.466,2.708
453,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,100,2.015,4.654,6.916,9.833,6.262,3.332
454,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,100,1.099,2.996,3.912,10.359,3.980,2.303
455,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,100,1.253,3.091,4.22,11.589,4.052,2.565
456,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,100,1.253,3.296,3.296,9.809,6.975,2.079
457,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,100,5.489,6.936,6.485,6.014,7.260,3.045
458,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,100,4.668,6.157,3.555,6.329,6.314,3.784
459,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,100,5.885,3.258,2.079,7.664,7.349,5.106
460,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,100,6.134,6.468,5.624,7.799,7.770,4.820
461,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,100,6.306,7.005,5.953,7.814,7.944,5.835
462,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,100,6.244,5.638,6.859,8.619,8.543,7.219
463,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,100,5.697,6.288,5.193,9.943,7.847,7.824
464,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,100,5.773,6.845,5.204,9.017,8.058,8.436
465,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,100,5.717,5.231,5.352,9.842,8.851,8.090
466,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,100,3.481,5.727,2.773,9.574,7.200,6.342
467,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,100,3.784,6.144,5.22,10.045,7.779,7.591
468,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,100,2.398,3.638,2.708,10.188,8.069,7.298
469,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,100,7.643,8.379,6.39,7.586,9.328,7.085
470,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,100,8.974,4.575,4.691,8.981,8.567,9.074
471,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,100,8.962,3.932,2.303,9.015,7.795,8.327
472,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,100,8.723,9.966,7.224,11.023,7.705,10.150
473,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,100,9.233,6.946,5.737,10.610,9.515,9.037
474,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,100,8.639,6.542,5.991,9.456,9.481,6.443
475,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,100,6.978,10.418,6.718,9.411,6.958,9.771
476,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,100,8.448,6.495,5.313,10.357,8.983,8.080
477,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,100,8.674,6.717,5.468,9.947,9.459,6.928
478,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,100,5.807,9.422,5.883,9.345,7.105,9.892
479,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,100,7.031,4.86,2.639,10.672,9.323,8.710
480,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,100,6.692,5.951,3.664,10.902,11.172,6.727
481,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,10,1.253,2.833,2.708,3.114,1.946,1.792
482,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,10,1.386,2.197,2.197,3.611,2.140,3.466
483,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,10,1.872,2.303,2.639,4.159,1.504,1.386
484,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,10,1.504,3.466,2.639,5.366,3.761,2.079
485,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,10,1.386,3.219,2.398,5.239,3.541,2.398
486,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,10,1.099,3.401,2.833,5.591,3.726,1.386
487,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,10,1.504,3.367,2.398,5.672,2.918,1.609
488,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,10,0.916,4.234,2.303,6.404,4.425,1.386
489,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,10,2.079,5.124,1.792,8.088,5.513,2.708
490,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,10,0.693,2.944,1.609,4.511,2.351,1.946
491,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,10,1.386,3.178,1.609,6.933,2.674,2.708
492,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,10,0.693,5.153,2.303,9.566,4.369,1.099
493,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,10,1.099,2.996,3.219,2.197,0.916,1.099
494,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,10,0.916,1.946,2.303,3.942,1.504,1.386
495,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,10,1.099,2.079,2.398,3.795,1.386,1.609
496,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,10,1.386,3.332,2.639,5.368,3.750,1.099
497,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,10,0.693,2.639,2.303,5.359,2.918,1.792
498,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,10,0.693,3.045,2.197,5.570,3.638,1.386
499,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,10,0.916,3.932,1.946,6.919,4.025,1.792
500,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,10,1.253,4.007,1.386,6.659,4.182,1.792
501,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,10,2.14,4.635,1.792,8.627,5.826,2.398
502,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,10,0.405,3.526,2.079,5.757,1.946,1.946
503,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,10,0.916,3.584,1.386,7.178,2.197,2.079
504,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,10,0.916,5.176,1.792,8.835,5.553,4.500
505,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,10,2.079,2.89,2.89,2.015,1.386,1.386
506,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,10,1.253,2.079,2.303,3.989,1.792,1.609
507,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,10,0,2.565,2.639,4.248,1.253,1.386
508,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,10,0.693,3.466,1.792,5.115,4.425,1.000
509,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,10,1.253,3.466,2.398,5.583,3.512,1.792
510,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,10,1.253,3.497,2.708,6.398,3.726,2.079
511,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,10,1.099,3.664,2.485,5.892,3.942,1.386
512,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,10,1.099,4.644,2.303,7.151,4.736,1.946
513,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,10,1.872,5.964,2.485,8.222,5.702,2.303
514,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,10,1.099,4.29,3.332,5.470,2.674,1.099
515,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,10,0.693,3.466,1.386,7.266,2.890,1.609
516,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,10,1.386,5.38,2.708,9.126,5.449,4.111
517,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,10,0.916,2.639,3.401,2.833,3.418,1.386
518,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,10,0.916,2.303,2.833,4.111,2.442,1.386
519,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,10,1.099,1.946,2.565,5.209,2.565,1.386
520,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,10,2.079,4.394,3.135,7.534,5.882,1.792
521,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,10,2.803,5.242,3.584,7.663,6.144,2.996
522,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,10,4.277,4.977,4.043,8.490,6.513,5.142
523,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,10,2.14,4.605,2.303,8.115,6.186,5.088
524,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,10,2.803,5.273,2.485,8.912,7.054,6.297
525,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,10,3.829,4.913,2.833,9.339,7.516,7.966
526,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,10,0.693,3.951,1.609,6.923,4.966,4.883
527,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,10,1.705,4.595,2.197,8.280,5.236,5.714
528,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,10,1.253,5.684,2.485,10.141,7.095,5.778
529,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,10,4.363,7.878,6.353,7.049,2.773,5.700
530,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,10,4.443,6.004,3.401,5.436,2.079,3.689
531,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,10,4.103,4.787,4.06,7.592,2.674,3.434
532,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,10,5.503,9.21,2.996,8.626,4.376,9.141
533,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,10,6.449,9.339,6.738,9.078,2.918,9.543
534,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,10,5.838,7.827,4.443,9.348,4.234,7.983
535,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,10,5.268,6.897,2.197,7.709,4.248,9.711
536,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,10,5.782,7.683,4.369,8.706,3.951,9.802
537,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,10,5.476,7.054,3.434,9.367,4.640,9.461
538,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,10,5.472,6.452,2.197,7.466,4.248,9.546
539,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,10,5.984,7.391,6.001,9.169,6.856,9.618
540,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,10,5.709,6.306,5.756,10.584,6.476,6.596
541,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,200,20,500,1.792,6.196,6.858,5.432,4.533,1.792
542,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,200,20,500,1.792,5.759,6.293,6.713,4.369,1.609
543,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,200,20,500,1.386,5.384,5.971,5.645,3.970,1.609
544,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,200,40,500,1.386,5.242,3.85,5.387,3.689,1.386
545,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,200,40,500,1.609,5.204,5.861,5.846,4.227,1.946
546,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,200,40,500,1.099,5.38,6.373,3.481,4.388,1.386
547,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,200,60,500,1.099,4.963,3.466,7.128,2.140,4.094
548,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,200,60,500,1.386,4.431,3.045,7.685,1.872,1.609
549,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,200,60,500,1.386,4.357,3.912,8.229,2.803,1.386
550,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,200,80,500,1.099,4.868,2.565,5.145,2.015,0.693
551,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,200,80,500,0.693,3.219,1.946,5.759,1.386,1.609
552,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,200,80,500,1.609,3.296,2.565,8.550,2.197,1.386
553,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,100,20,500,1.099,6.37,4.691,4.700,4.570,1.099
554,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,100,20,500,0.693,5.737,4.905,5.685,3.861,0.693
555,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,100,20,500,1.386,5.565,3.912,6.199,4.094,0.693
556,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,100,40,500,0,4.804,2.398,3.989,3.951,1.099
557,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,100,40,500,0,4.942,4.205,4.277,3.882,1.386
558,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,100,40,500,1.386,5.136,4.522,4.640,5.231,1.386
559,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,100,60,500,0.693,4.754,2.485,7.130,1.946,1.099
560,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,100,60,500,1.609,4.344,2.398,6.239,2.526,1.099
561,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,100,60,500,1.099,4.419,3.296,8.080,2.639,2.773
562,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,100,80,500,1.946,4.431,1.792,2.197,2.565,1.099
563,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,100,80,500,1.099,3.296,2.079,6.206,1.253,1.609
564,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,100,80,500,1.099,3.091,1.946,7.608,2.526,2.565
565,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,50,20,500,0.693,6.409,5.717,6.305,4.483,1.000
566,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,50,20,500,1.099,5.549,6.026,6.017,3.892,1.099
567,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,50,20,500,1.609,5.583,5.142,6.579,3.961,1.609
568,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,50,40,500,1.099,5.159,4.111,4.227,2.398,1.099
569,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,50,40,500,1.792,4.745,4.663,3.970,4.297,0.693
570,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,50,40,500,1.386,5.063,5.268,7.082,5.354,1.099
571,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,50,60,500,0,4.654,3.296,7.490,2.398,0.693
572,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,50,60,500,0.693,4.111,2.639,7.935,1.946,1.386
573,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,50,60,500,1.099,4.22,3.367,8.336,3.597,4.344
574,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,50,80,500,0.693,3.045,1.609,4.078,2.015,1.386
575,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,50,80,500,1.099,2.944,1.386,7.747,1.609,3.178
576,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,50,80,500,1.099,2.079,2.079,8.816,2.970,2.639
577,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,10,20,500,2.773,6.673,6.064,6.933,5.472,0.693
578,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,10,20,500,1.099,6.612,5.981,7.468,4.431,1.099
579,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,12,10,20,500,1.792,5.841,3.526,7.605,4.654,1.609
580,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,4,10,40,500,2.944,6.148,3.219,5.807,3.512,1.099
581,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,8,10,40,500,2.197,5.159,3.611,8.449,4.771,2.833
