Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Helper_MW,IL_MW,Chol_MW,PEG_MW,NP_ratio,Dlin-MC3_Helper lipid_ratio,HL_(IL+HL),(IL+HL),Chol_DMG-PEG_ratio,PEG_(Chol+PEG),Size,Zeta,PDI,18PG,14PA,DOPE,DSPC,DOTAP,DDAB,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3,Lipid_NA_ratio
101,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,10,9.090909091,40,100,0.99009901,202.0333333,-0.022666667,0.364666667,1,0,0,0,0,0,2.251,4.043,4.554,8.45,2.398,1.792,33.41529743
102,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,10,9.090909091,40,100,0.99009901,192.2666667,-3.43,0.267,1,0,0,0,0,0,3.784,4.111,4.344,9.234,2.442,1.386,50.12294614
103,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,10,9.090909091,60,100,0.99009901,176.8,-13.4,0.353333333,1,0,0,0,0,0,2.442,5.82,4.673,11.024,1.504,1.946,12.22428832
104,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,10,9.090909091,60,100,0.99009901,293.4666667,-1.985333333,0.390666667,1,0,0,0,0,0,2.303,5.635,4.852,8.867,1.609,1.609,24.44857663
105,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,10,9.090909091,60,100,0.99009901,281.8333333,-3.243333333,0.217333333,1,0,0,0,0,0,3.135,3.135,4.205,10.038,2.303,1.253,36.67286495
106,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,10,9.090909091,80,100,0.99009901,496.8666667,-1.304,0.153666667,1,0,0,0,0,0,1.504,6.109,4.595,5.541,1.386,1.386,9.982608119
107,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,10,9.090909091,80,100,0.99009901,526.7333333,-0.888,0.369,1,0,0,0,0,0,2.833,4.868,4.963,10.398,1.386,1.504,19.96521624
108,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,10,9.090909091,80,100,0.99009901,501.1333333,-0.417666667,0.277,1,0,0,0,0,0,1.946,4.736,4.796,10.646,1.609,1.099,29.94782436
109,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,1,50,20,100,0.99009901,237.7333333,-6.72,0.221,1,0,0,0,0,0,1.705,1.099,1.386,3.773,1.705,1.253,56.15778891
110,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,1,50,20,100,0.99009901,154.0666667,-5.936666667,0.200333333,1,0,0,0,0,0,0.916,1.386,0.693,4.828,1.253,2.015,112.3155778
111,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,1,50,20,100,0.99009901,185.1,-3.736666667,0.109,1,0,0,0,0,0,1.386,1.099,1.609,2.14,1.386,1.609,168.4733667
112,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,1,50,40,100,0.99009901,196.1666667,-7.57,0.203333333,1,0,0,0,0,0,1.792,1.946,1.099,3.178,1.504,1.609,31.70309584
113,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,1,50,40,100,0.99009901,298.0333333,-4.593333333,0.1,1,0,0,0,0,0,1.386,1.099,1.386,2.565,1.386,1.872,63.40619168
114,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,1,50,40,100,0.99009901,189.2333333,-1.266666667,0.111,1,0,0,0,0,0,1.253,1.386,1.792,2.674,1.253,1.504,95.10928752
115,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,1,50,60,100,0.99009901,241.5,-16.4,0.106333333,1,0,0,0,0,0,5.075,1.386,1.609,8.939,2.015,1.253,23.55153149
116,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,1,50,60,100,0.99009901,249.8,-1.483333333,0.209,1,0,0,0,0,0,1.386,1.386,1.099,4.078,1.609,1.386,47.10306297
117,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,1,50,60,100,0.99009901,346.5,-0.622,0.061666667,1,0,0,0,0,0,1.504,1.609,1.792,2.741,1.253,1.705,70.65459446
118,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,1,50,80,100,0.99009901,364.1333333,-8.473333333,0.201,1,0,0,0,0,0,1.504,0.693,1.386,1.946,0.916,1.386,19.47574931
119,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,1,50,80,100,0.99009901,812.3666667,-5.833333333,0.132666667,1,0,0,0,0,0,1.504,1.386,1.099,2.803,1.609,0.916,38.95149861
120,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,1,50,80,100,0.99009901,409.6,-6.46,0.290333333,1,0,0,0,0,0,0.916,1.609,1.099,2.674,1.386,1.253,58.42724792
121,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,200,0.497512438,20,10,9.090909091,113.3,-1.485333333,0.238333333,1,0,0,0,0,0,1.386,2.079,1.792,3.97,1.504,1.609,35.67187778
122,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,200,0.497512438,20,10,9.090909091,179.0666667,-0.415666667,0.428333333,1,0,0,0,0,0,0.916,1.609,2.079,4.543,1.386,1.504,71.34375556
123,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,200,0.497512438,20,10,9.090909091,1512.333333,-2.8,0.599333333,1,0,0,0,0,0,0.916,1.386,1.099,3.676,2.015,1.253,107.0156333
124,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,200,0.497512438,40,10,9.090909091,108.3166667,-1.42,0.307333333,1,0,0,0,0,0,1.504,2.197,2.485,4.585,1.504,1.504,18.22177042
125,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,200,0.497512438,40,10,9.090909091,153.9,-0.845333333,0.435666667,1,0,0,0,0,0,2.674,3.219,1.946,7.272,1.386,0.916,36.44354084
126,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,200,0.497512438,40,10,9.090909091,120.1,-1.69,0.400666667,1,0,0,0,0,0,2.14,3.497,1.609,7.583,1.792,1.099,54.66531125
127,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,200,0.497512438,60,10,9.090909091,166.4,-3.313333333,0.504,1,0,0,0,0,0,1.099,2.639,1.609,4.212,0.916,1.386,12.40506796
128,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,200,0.497512438,60,10,9.090909091,192.9,-1.398,0.356666667,1,0,0,0,0,0,2.197,3.892,2.833,7.668,1.099,1.386,24.81013593
129,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,200,0.497512438,60,10,9.090909091,260.3666667,-0.940666667,0.331,1,0,0,0,0,0,2.015,4.007,3.045,6.919,1.099,1.099,37.21520389
130,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,200,0.497512438,80,10,9.090909091,230.6333333,8.696666667,0.313333333,1,0,0,0,0,0,1.099,3.178,1.946,4.758,1.099,1.253,9.496716736
131,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,200,0.497512438,80,10,9.090909091,237.4,-0.939,0.258666667,1,0,0,0,0,0,1.386,3.296,2.833,6.624,0.916,1.504,18.99343347
132,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,200,0.497512438,80,10,9.090909091,208.8333333,-0.976,0.286,1,0,0,0,0,0,0.916,4.635,4.127,3.738,1.099,1.253,28.49015021
133,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,100,0.99009901,20,10,9.090909091,129.5333333,-1.733333333,0.231666667,1,0,0,0,0,0,1.504,2.079,1.792,3.664,1.386,1.253,35.85741011
134,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,100,0.99009901,20,10,9.090909091,247.0333333,-1.54,0.714,1,0,0,0,0,0,1.253,1.609,1.099,3.98,0.916,2.197,71.71482022
135,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,100,0.99009901,20,10,9.090909091,1955.333333,-1.195666667,0.704333333,1,0,0,0,0,0,1.099,1.609,1.386,3.902,1.099,2.526,107.5722303
136,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,100,0.99009901,40,10,9.090909091,181.4666667,-1.7,0.334,1,0,0,0,0,0,1.099,1.946,1.792,4.407,1.253,1.504,18.32048629
137,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,100,0.99009901,40,10,9.090909091,144.4,-0.988333333,0.396,1,0,0,0,0,0,1.386,2.996,1.792,7.049,1.099,1.386,36.64097258
138,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,100,0.99009901,40,10,9.090909091,123.8,-2.643333333,0.366333333,1,0,0,0,0,0,1.099,1.386,2.398,5.715,0.916,1.386,54.96145887
139,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,100,0.99009901,60,10,9.090909091,253.1333333,-0.603333333,0.477333333,1,0,0,0,0,0,1.253,2.89,1.792,4.723,1.099,1.872,12.47484502
140,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,100,0.99009901,60,10,9.090909091,212.9666667,-0.511666667,0.330666667,1,0,0,0,0,0,1.872,3.97,3.989,8.706,1.099,1.386,24.94969004
141,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,100,0.99009901,60,10,9.090909091,219.6333333,-1.116666667,0.313,1,0,0,0,0,0,2.639,2.773,3.638,9.002,0.693,1.386,37.42453505
142,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,100,0.99009901,80,10,9.090909091,243.4333333,2.933333333,0.302666667,1,0,0,0,0,0,1.792,3.296,1.609,6.114,1.386,2.485,9.552024382
143,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,100,0.99009901,80,10,9.090909091,226.2666667,0.520333333,0.251333333,1,0,0,0,0,0,1.872,4.06,2.833,7.602,1.386,1.609,19.10404876
144,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,100,0.99009901,80,10,9.090909091,262.2333333,-2.67,0.095333333,1,0,0,0,0,0,2.14,4.317,3.689,8.837,1.504,0.916,28.65607315
145,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,50,1.960784314,20,10,9.090909091,135.9333333,-1.596666667,0.257333333,1,0,0,0,0,0,1.253,2.079,1.792,4.241,1.504,1.099,36.22847476
146,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,50,1.960784314,20,10,9.090909091,967.0333333,-1.566666667,1,1,0,0,0,0,0,0.916,2.079,1.792,4.454,1.253,0.916,72.45694953
147,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,50,1.960784314,20,10,9.090909091,1599.666667,-2.373333333,0.223666667,1,0,0,0,0,0,1.386,1.609,1.792,4.714,0.693,1.099,108.6854243
148,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,50,1.960784314,40,10,9.090909091,113.75,-1.247666667,0.3625,1,0,0,0,0,0,1.386,1.946,2.197,6.707,1.099,1.253,18.51791804
149,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,50,1.960784314,40,10,9.090909091,142.2666667,-1.014,0.315,1,0,0,0,0,0,1.386,2.996,1.386,6.335,1.504,1.253,37.03583607
150,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,50,1.960784314,40,10,9.090909091,142.3333333,-3.99,0.393333333,1,0,0,0,0,0,1.386,1.792,1.609,6.452,1.099,1.253,55.55375411
151,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,50,1.960784314,60,10,9.090909091,256.9666667,-10.79333333,0.289333333,1,0,0,0,0,0,1.099,2.639,1.946,5.034,1.099,1.253,12.61439913
152,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,50,1.960784314,60,10,9.090909091,205.9333333,-1.503333333,0.315,1,0,0,0,0,0,2.398,3.932,1.609,8.742,1.386,1.609,25.22879825
153,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,50,1.960784314,60,10,9.090909091,184.7,-1.180333333,0.339666667,1,0,0,0,0,0,2.303,2.773,1.792,8.485,1.609,0.916,37.84319738
154,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,50,1.960784314,80,10,9.090909091,244.4333333,1.269666667,0.245,1,0,0,0,0,0,1.504,3.664,1.099,6.387,1.099,0.693,9.662639673
155,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,50,1.960784314,80,10,9.090909091,247.3666667,-1.149666667,0.241333333,1,0,0,0,0,0,2.015,4.143,1.609,7.715,1.609,1.099,19.32527935
156,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,50,1.960784314,80,10,9.090909091,250.6333333,-1.219666667,0.152666667,1,0,0,0,0,0,2.251,4.543,3.258,8.171,0.693,1.609,28.98791902
157,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,10,9.090909091,20,10,9.090909091,636.7,-2.273333333,1,1,0,0,0,0,0,1.705,2.485,1.609,3.701,1.099,1.504,39.196992
158,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,10,9.090909091,20,10,9.090909091,691.7,-1.220666667,0.956666667,1,0,0,0,0,0,1.792,2.197,1.792,3.871,0.916,1.386,78.393984
159,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,10,9.090909091,20,10,9.090909091,1708.333333,-1.876666667,0.6,1,0,0,0,0,0,1.386,1.946,1.946,5.617,0.916,0.916,117.590976
160,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,10,9.090909091,40,10,9.090909091,111.6666667,-1.019766667,0.341,1,0,0,0,0,0,1.253,2.565,1.792,4.736,0.693,1.386,20.097372
161,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,10,9.090909091,40,10,9.090909091,148.1333333,-1.61,0.512,1,0,0,0,0,0,0.916,3.045,1.792,6.261,1.099,1.504,40.194744
162,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,10,9.090909091,40,10,9.090909091,118,-1.693333333,0.328666667,1,0,0,0,0,0,1.504,2.485,2.079,6.118,1.504,0.916,60.292116
163,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,10,9.090909091,60,10,9.090909091,233.5,-0.879,0.391333333,1,0,0,0,0,0,1.386,4.043,1.609,5.781,1.253,1.386,13.730832
164,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,10,9.090909091,60,10,9.090909091,264.6666667,-0.790333333,0.407666667,1,0,0,0,0,0,2.398,4.043,2.485,8.81,0.916,0.693,27.461664
165,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,10,9.090909091,60,10,9.090909091,220.9,-1.506666667,0.306,1,0,0,0,0,0,1.792,2.89,2.197,7.845,1.609,1.386,41.192496
166,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,10,9.090909091,80,10,9.090909091,256.1,0.606333333,0.264333333,1,0,0,0,0,0,1.792,4.997,2.079,8,1.386,1.099,10.547562
167,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,10,9.090909091,80,10,9.090909091,278.3,-1.317,0.217333333,1,0,0,0,0,0,1.946,4.913,3.434,9.616,1.253,1.872,21.095124
168,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,10,9.090909091,80,10,9.090909091,265.9,-0.951333333,0.18,1,0,0,0,0,0,2.303,4.111,3.526,9.782,1.099,1.609,31.642686
169,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,1,50,20,10,9.090909091,675.8333333,-3.106666667,0.61,1,0,0,0,0,0,1.253,3.555,2.565,2.442,0.693,1.504,72.59281091
170,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,1,50,20,10,9.090909091,682.8333333,-31.73333333,0.205,1,0,0,0,0,0,1.099,4.942,3.97,4.902,1.099,1.609,145.1856218
171,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,1,50,20,10,9.090909091,464,-2.386666667,0.574666667,1,0,0,0,0,0,1.386,3.367,2.708,2.079,1.099,1.504,217.7784327
172,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,1,50,40,10,9.090909091,163.5666667,-1.746666667,0.133666667,1,0,0,0,0,0,1.609,1.386,1.609,3.676,0.916,0.405,37.86622909
173,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,1,50,40,10,9.090909091,459.9666667,-1.683333333,0.154666667,1,0,0,0,0,0,1.386,1.946,1.099,5.46,1.253,2.197,75.73245818
174,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,1,50,40,10,9.090909091,753.9666667,-1.856666667,0.546333333,1,0,0,0,0,0,1.099,1.946,1.099,6.318,1.386,0.916,113.5986873
175,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,1,50,60,10,9.090909091,194.8666667,-1.74,0.121,1,0,0,0,0,0,1.253,1.386,1.946,6.304,1.386,1.386,26.29070182
176,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,1,50,60,10,9.090909091,934.6333333,-1.833333333,0.794,1,0,0,0,0,0,1.872,1.609,1.099,7.738,0.405,1.504,52.58140364
177,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,1,50,60,10,9.090909091,1021.5,-1.422666667,0.392,1,0,0,0,0,0,1.099,1.386,1.609,4.771,1.253,1.253,78.87210545
178,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,4,1,50,80,10,9.090909091,201,-1.713333333,0.139666667,1,0,0,0,0,0,1.609,1.386,1.609,3.418,1.386,1.099,20.50293818
179,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,8,1,50,80,10,9.090909091,456.4,-2.203333333,0.434666667,1,0,0,0,0,0,1.253,1.099,1.099,6.364,1.253,1.253,41.00587636
180,Dlin-MC3-DMA,18PG,0,1,8.8188,151.65,3,10,36,1,796.5,642.09,386.654,2500,12,1,50,80,10,9.090909091,398.5,-1.184333333,0.280666667,1,0,0,0,0,0,1.504,1.099,1.386,3.951,0.916,1.504,61.50881455
181,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,200,0.497512438,20,500,0.199600798,288.9666667,-7.436666667,0.464333333,0,0,1,0,0,0,2.485,6.284,5.568,6.382,2.485,2.079,26.47303244
182,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,200,0.497512438,20,500,0.199600798,533.7,-3.523333333,0.403333333,0,0,1,0,0,0,1.792,6.05,6.561,7.404,2.526,1.792,52.94606489
183,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,200,0.497512438,20,500,0.199600798,342.3333333,-3.396666667,0.496333333,0,0,1,0,0,0,1.609,5.537,6.384,9.651,3.773,2.89,79.41909733
184,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,200,0.497512438,40,500,0.199600798,237.1333333,-4.23,0.211,0,0,1,0,0,0,1.099,5.442,4.977,2.442,1.705,1.609,14.74686478
185,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,200,0.497512438,40,500,0.199600798,185.1333333,-1.803333333,0.237333333,0,0,1,0,0,0,1.253,5.147,6.205,6.968,2.303,2.079,29.49372956
186,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,200,0.497512438,40,500,0.199600798,267.7333333,-2.356666667,0.806666667,0,0,1,0,0,0,1.386,4.369,6.83,8.02,2.603,1.386,44.24059433
187,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,200,0.497512438,60,500,0.199600798,206.6,-5.31,0.246666667,0,0,1,0,0,0,1.099,5.7,5.429,3.829,1.792,1.386,10.83814222
188,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,200,0.497512438,60,500,0.199600798,173.1333333,0.721666667,0.215,0,0,1,0,0,0,1.386,4.682,3.258,6.341,1.504,3.784,21.67628445
189,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,200,0.497512438,60,500,0.199600798,183.6666667,-0.501666667,0.260333333,0,0,1,0,0,0,1.504,4.533,5.153,10.645,2.97,1.386,32.51442667
190,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,200,0.497512438,80,500,0.199600798,166.6333333,-24.63333333,0.219666667,0,0,1,0,0,0,1.253,3.258,1.609,3.314,1.705,0.693,8.883780946
191,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,200,0.497512438,80,500,0.199600798,137.6333333,-6.11,0.164666667,0,0,1,0,0,0,0.916,2.197,1.792,5.816,1.609,1.609,17.76756189
192,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,200,0.497512438,80,500,0.199600798,158.8,-0.955,0.225333333,0,0,1,0,0,0,1.253,2.639,2.398,5.981,1.609,1.386,26.65134284
193,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,100,0.99009901,20,500,0.199600798,577.6666667,-11.77666667,0.252,0,0,1,0,0,0,1.253,6.619,6.5,8.361,2.015,3.584,26.47905638
194,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,100,0.99009901,20,500,0.199600798,562.7666667,-3.553333333,0.344333333,0,0,1,0,0,0,2.398,6.066,6.692,8.831,2.197,5.05,52.95811276
195,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,100,0.99009901,20,500,0.199600798,288.1666667,-1.593,0.316,0,0,1,0,0,0,1.609,5.549,6.635,8.008,2.197,2.639,79.43716915
196,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,100,0.99009901,40,500,0.199600798,240.3,-3.686666667,0.260333333,0,0,1,0,0,0,1.099,5.82,5.182,2.197,0.693,1.609,14.75288872
197,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,100,0.99009901,40,500,0.199600798,191.7333333,0.269333333,0.264,0,0,1,0,0,0,0.916,5.124,5.521,7.994,2.015,0.693,29.50577744
198,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,100,0.99009901,40,500,0.199600798,189.9666667,-2.24,0.325666667,0,0,1,0,0,0,1.099,5.394,6.198,10.284,3.401,1.386,44.25866615
199,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,100,0.99009901,60,500,0.199600798,192.8,-3.663333333,0.182,0,0,1,0,0,0,0.916,5.347,4.234,8.146,1.099,1.099,10.84416616
200,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,100,0.99009901,60,500,0.199600798,170.3,0.073,0.242,0,0,1,0,0,0,1.099,5.215,4.06,6.336,1.253,1.792,21.68833233
201,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,100,0.99009901,60,500,0.199600798,181.6333333,-1.161666667,0.328333333,0,0,1,0,0,0,1.253,5.215,5.318,10.81,3.091,1.792,32.53249849
202,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,100,0.99009901,80,500,0.199600798,172.9333333,-26.66666667,0.206666667,0,0,1,0,0,0,0.916,5.153,2.833,4.388,0.916,1,8.889804885
203,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,100,0.99009901,80,500,0.199600798,148,-6.033333333,0.187666667,0,0,1,0,0,0,0.693,3.932,2.079,7.105,1.099,1.386,17.77960977
204,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,100,0.99009901,80,500,0.199600798,162.5333333,-0.325333333,0.193666667,0,0,1,0,0,0,0.693,4.635,3.526,8.201,1.872,1.792,26.66941466
